# fintech-algorithms	0.13.0
# topic_id	subpath	entry
D04-F02-A02	fintech-algorithms/market-breadth-and-internals/mcclellan-family/ratio-adjusted-mcclellan-oscillator	calculate
D04-F02-A03	fintech-algorithms/market-breadth-and-internals/mcclellan-family/traditional-mcclellan-summation-index	calculate
D04-F02-A04	fintech-algorithms/market-breadth-and-internals/mcclellan-family/ratio-adjusted-summation-index-rasi	calculate
D04-F02-A05	fintech-algorithms/market-breadth-and-internals/mcclellan-family/mcclellan-volume-oscillator	calculate
D04-F02-A06	fintech-algorithms/market-breadth-and-internals/mcclellan-family/mcclellan-volume-summation-index	calculate
D04-F03-A01	fintech-algorithms/market-breadth-and-internals/high-low-and-trend-breadth/new-highs-new-lows	calculate
D04-F03-A02	fintech-algorithms/market-breadth-and-internals/high-low-and-trend-breadth/high-low-ratio	calculate
D04-F03-A03	fintech-algorithms/market-breadth-and-internals/high-low-and-trend-breadth/high-low-index	calculate
D04-F03-A04	fintech-algorithms/market-breadth-and-internals/high-low-and-trend-breadth/percent-above-20-day-ma	evaluateSnapshot
D04-F03-A05	fintech-algorithms/market-breadth-and-internals/high-low-and-trend-breadth/percent-above-50-day-ma	evaluateSnapshot
D04-F03-A06	fintech-algorithms/market-breadth-and-internals/high-low-and-trend-breadth/percent-above-200-day-ma	evaluateSnapshot
D04-F04-A01	fintech-algorithms/market-breadth-and-internals/thrust-and-pressure/zweig-breadth-thrust	calculate
D04-F04-A02	fintech-algorithms/market-breadth-and-internals/thrust-and-pressure/arms-index-trin	calculate
D04-F04-A03	fintech-algorithms/market-breadth-and-internals/thrust-and-pressure/advance-decline-volume-line	calculate
D04-F04-A04	fintech-algorithms/market-breadth-and-internals/thrust-and-pressure/upside-downside-volume-ratio	calculate
D04-F04-A05	fintech-algorithms/market-breadth-and-internals/thrust-and-pressure/cumulative-tick	calculate
D04-F04-A06	fintech-algorithms/market-breadth-and-internals/thrust-and-pressure/breadth-divergence-detector	calculate
D04-F05-A01	fintech-algorithms/market-breadth-and-internals/concentration-and-diffusion/top-n-index-contribution	calculate
D04-F05-A02	fintech-algorithms/market-breadth-and-internals/concentration-and-diffusion/herfindahl-constituent-concentration	calculate
D04-F05-A03	fintech-algorithms/market-breadth-and-internals/concentration-and-diffusion/effective-number-of-constituents	calculate
D04-F05-A04	fintech-algorithms/market-breadth-and-internals/concentration-and-diffusion/sector-diffusion-index	calculate
D04-F05-A05	fintech-algorithms/market-breadth-and-internals/concentration-and-diffusion/factor-diffusion-index	calculate
D06-F01-A01	fintech-algorithms/price-action-and-candlesticks/candle-foundations/candle-anatomy	analyzeCandle
D06-F01-A02	fintech-algorithms/price-action-and-candlesticks/candle-foundations/scale-aware-body-classification	classifyBody
D06-F01-A03	fintech-algorithms/price-action-and-candlesticks/candle-foundations/shadow-to-body-ratio	shadowToBodyRatio
D06-F01-A04	fintech-algorithms/price-action-and-candlesticks/candle-foundations/gap-classification	gapClassification
D06-F01-A05	fintech-algorithms/price-action-and-candlesticks/candle-foundations/trend-context-filter	trendContextFilter
D06-F02-A01	fintech-algorithms/price-action-and-candlesticks/single-candle-patterns/doji	doji
D06-F02-A02	fintech-algorithms/price-action-and-candlesticks/single-candle-patterns/dragonfly-doji	dragonflyDoji
D06-F02-A03	fintech-algorithms/price-action-and-candlesticks/single-candle-patterns/gravestone-doji	gravestoneDoji
D06-F02-A04	fintech-algorithms/price-action-and-candlesticks/single-candle-patterns/marubozu	marubozu
D06-F02-A05	fintech-algorithms/price-action-and-candlesticks/single-candle-patterns/spinning-top	spinningTop
D06-F02-A06	fintech-algorithms/price-action-and-candlesticks/single-candle-patterns/hammer	hammer
D06-F02-A07	fintech-algorithms/price-action-and-candlesticks/single-candle-patterns/hanging-man	hangingMan
D06-F02-A08	fintech-algorithms/price-action-and-candlesticks/single-candle-patterns/inverted-hammer	invertedHammer
D06-F02-A09	fintech-algorithms/price-action-and-candlesticks/single-candle-patterns/shooting-star	shootingStar
D06-F02-A10	fintech-algorithms/price-action-and-candlesticks/single-candle-patterns/long-legged-doji	longLeggedDoji
D06-F02-A11	fintech-algorithms/price-action-and-candlesticks/single-candle-patterns/four-price-doji	fourPriceDoji
D06-F02-A12	fintech-algorithms/price-action-and-candlesticks/single-candle-patterns/high-wave-candle	highWaveCandle
D06-F02-A13	fintech-algorithms/price-action-and-candlesticks/single-candle-patterns/belt-hold	beltHold
D06-F03-A01	fintech-algorithms/price-action-and-candlesticks/two-candle-patterns/bullish-engulfing	bullishEngulfing
D06-F03-A02	fintech-algorithms/price-action-and-candlesticks/two-candle-patterns/bearish-engulfing	bearishEngulfing
D06-F03-A03	fintech-algorithms/price-action-and-candlesticks/two-candle-patterns/bullish-harami	bullishHarami
D06-F03-A04	fintech-algorithms/price-action-and-candlesticks/two-candle-patterns/bearish-harami	bearishHarami
D06-F03-A05	fintech-algorithms/price-action-and-candlesticks/two-candle-patterns/piercing-line	piercingLine
D06-F03-A06	fintech-algorithms/price-action-and-candlesticks/two-candle-patterns/dark-cloud-cover	darkCloudCover
D06-F03-A07	fintech-algorithms/price-action-and-candlesticks/two-candle-patterns/tweezer-top	tweezerTop
D06-F03-A08	fintech-algorithms/price-action-and-candlesticks/two-candle-patterns/tweezer-bottom	tweezerBottom
D06-F03-A09	fintech-algorithms/price-action-and-candlesticks/two-candle-patterns/harami-cross	haramiCross
D06-F03-A10	fintech-algorithms/price-action-and-candlesticks/two-candle-patterns/kicking-pattern	kickingPattern
D06-F03-A11	fintech-algorithms/price-action-and-candlesticks/two-candle-patterns/matching-low	matchingLow
D06-F03-A12	fintech-algorithms/price-action-and-candlesticks/two-candle-patterns/rising-falling-window	risingFallingWindow
D06-F04-A01	fintech-algorithms/price-action-and-candlesticks/multi-candle-patterns/morning-star	morningStar
D06-F04-A02	fintech-algorithms/price-action-and-candlesticks/multi-candle-patterns/evening-star	eveningStar
D06-F04-A03	fintech-algorithms/price-action-and-candlesticks/multi-candle-patterns/three-white-soldiers	threeWhiteSoldiers
D06-F04-A04	fintech-algorithms/price-action-and-candlesticks/multi-candle-patterns/three-black-crows	threeBlackCrows
D06-F04-A05	fintech-algorithms/price-action-and-candlesticks/multi-candle-patterns/three-inside-up-down	threeInsideUpDown
D06-F04-A06	fintech-algorithms/price-action-and-candlesticks/multi-candle-patterns/three-outside-up-down	threeOutsideUpDown
D06-F04-A07	fintech-algorithms/price-action-and-candlesticks/multi-candle-patterns/abandoned-baby	abandonedBaby
D06-F04-A08	fintech-algorithms/price-action-and-candlesticks/multi-candle-patterns/morning-doji-star	morningDojiStar
D06-F04-A09	fintech-algorithms/price-action-and-candlesticks/multi-candle-patterns/evening-doji-star	eveningDojiStar
D06-F04-A10	fintech-algorithms/price-action-and-candlesticks/multi-candle-patterns/three-line-strike	threeLineStrike
D06-F04-A11	fintech-algorithms/price-action-and-candlesticks/multi-candle-patterns/rising-falling-three-methods	risingFallingThreeMethods
D06-F04-A12	fintech-algorithms/price-action-and-candlesticks/multi-candle-patterns/upside-gap-two-crows	upsideGapTwoCrows
D06-F04-A13	fintech-algorithms/price-action-and-candlesticks/multi-candle-patterns/mat-hold	matHold
D06-F05-A01	fintech-algorithms/price-action-and-candlesticks/candlestick-scanning-and-context/unified-candlestick-pattern-registry	buildRegistry
D06-F05-A02	fintech-algorithms/price-action-and-candlesticks/candlestick-scanning-and-context/candlestick-pattern-occurrence-contract	makeOccurrence
D06-F05-A03	fintech-algorithms/price-action-and-candlesticks/candlestick-scanning-and-context/market-wide-candlestick-pattern-scanner	scanMarket
D06-F05-A04	fintech-algorithms/price-action-and-candlesticks/candlestick-scanning-and-context/contextual-candlestick-confidence-score	scoreContext
D06-F05-A05	fintech-algorithms/price-action-and-candlesticks/candlestick-scanning-and-context/support-resistance-pattern-context	supportResistanceContext
D06-F05-A06	fintech-algorithms/price-action-and-candlesticks/candlestick-scanning-and-context/trend-volatility-and-volume-pattern-context	trendVolatilityVolumeContext
D06-F05-A07	fintech-algorithms/price-action-and-candlesticks/candlestick-scanning-and-context/overlapping-pattern-conflict-resolver	resolveConflicts
D06-F05-A08	fintech-algorithms/price-action-and-candlesticks/candlestick-scanning-and-context/candlestick-confirmation-and-invalidation-state-machine	runConfirmationStateMachine
D06-F05-A09	fintech-algorithms/price-action-and-candlesticks/candlestick-scanning-and-context/candlestick-scanner-ranking-and-deduplication	rankAndDeduplicate
D07-F01-A01	fintech-algorithms/technical-indicators/trend-smoothing/sma	calculateSma
D07-F01-A02	fintech-algorithms/technical-indicators/trend-smoothing/ema	calculateEma
D07-F01-A03	fintech-algorithms/technical-indicators/trend-smoothing/wma	calculateWma
D07-F01-A04	fintech-algorithms/technical-indicators/trend-smoothing/wilder-rma	calculateRma
D07-F01-A05	fintech-algorithms/technical-indicators/trend-smoothing/dema	calculateDemaComponents
D07-F01-A06	fintech-algorithms/technical-indicators/trend-smoothing/tema	calculateTemaComponents
D07-F01-A07	fintech-algorithms/technical-indicators/trend-smoothing/hull-ma	calculateHullMa
D07-F01-A08	fintech-algorithms/technical-indicators/trend-smoothing/kama	calculateKama
D07-F01-A09	fintech-algorithms/technical-indicators/trend-smoothing/mama	mama
D07-F01-A10	fintech-algorithms/technical-indicators/trend-smoothing/triangular-moving-average-trima	triangularMovingAverageTrima
D07-F01-A11	fintech-algorithms/technical-indicators/trend-smoothing/tillson-t3-moving-average	tillsonT3MovingAverage
D07-F01-A12	fintech-algorithms/technical-indicators/trend-smoothing/following-adaptive-moving-average-fama	followingAdaptiveMovingAverageFama
D07-F01-A13	fintech-algorithms/technical-indicators/trend-smoothing/arnaud-legoux-moving-average-alma	arnaudLegouxMovingAverageAlma
D07-F01-A14	fintech-algorithms/technical-indicators/trend-smoothing/fractal-adaptive-moving-average-frama	fractalAdaptiveMovingAverageFrama
D07-F01-A15	fintech-algorithms/technical-indicators/trend-smoothing/zero-lag-exponential-moving-average-zlema	zeroLagExponentialMovingAverageZlema
D07-F01-A16	fintech-algorithms/technical-indicators/trend-smoothing/least-squares-moving-average-lsma	leastSquaresMovingAverageLsma
D07-F01-A17	fintech-algorithms/technical-indicators/trend-smoothing/variable-index-dynamic-average-vidya	variableIndexDynamicAverageVidya
D07-F01-A18	fintech-algorithms/technical-indicators/trend-smoothing/mcginley-dynamic	mcginleyDynamic
D07-F01-A19	fintech-algorithms/technical-indicators/trend-smoothing/jurik-style-moving-average-design	jurikStyleMovingAverageDesign
D07-F01-A20	fintech-algorithms/technical-indicators/trend-smoothing/volume-weighted-moving-average-vwma	volumeWeightedMovingAverageVwma
D07-F01-A21	fintech-algorithms/technical-indicators/trend-smoothing/quadratic-weighted-moving-average	quadraticWeightedMovingAverage
D07-F01-A22	fintech-algorithms/technical-indicators/trend-smoothing/gaussian-moving-average	gaussianMovingAverage
D07-F01-A23	fintech-algorithms/technical-indicators/trend-smoothing/ehlers-super-smoother-filter	ehlersSuperSmootherFilter
D07-F01-A24	fintech-algorithms/technical-indicators/trend-smoothing/ehlers-instantaneous-trendline	ehlersInstantaneousTrendline
D07-F02-A01	fintech-algorithms/technical-indicators/trend-systems/macd	macd
D07-F02-A02	fintech-algorithms/technical-indicators/trend-systems/percentage-price-oscillator	ppo
D07-F02-A03	fintech-algorithms/technical-indicators/trend-systems/aroon	aroon
D07-F02-A04	fintech-algorithms/technical-indicators/trend-systems/directional-movement	directionalMovement
D07-F02-A05	fintech-algorithms/technical-indicators/trend-systems/adx	adx
D07-F02-A06	fintech-algorithms/technical-indicators/trend-systems/ichimoku-cloud	ichimoku
D07-F02-A07	fintech-algorithms/technical-indicators/trend-systems/parabolic-sar	parabolicSar
D07-F02-A08	fintech-algorithms/technical-indicators/trend-systems/supertrend	supertrend
D07-F02-A09	fintech-algorithms/technical-indicators/trend-systems/average-directional-index-rating-adxr	averageDirectionalIndexRatingAdxr
D07-F02-A10	fintech-algorithms/technical-indicators/trend-systems/vortex-indicator-vi-vi	vortexIndicatorViVi
D07-F02-A11	fintech-algorithms/technical-indicators/trend-systems/choppiness-index	choppinessIndex
D07-F02-A12	fintech-algorithms/technical-indicators/trend-systems/trend-intensity-index	trendIntensityIndex
D07-F02-A13	fintech-algorithms/technical-indicators/trend-systems/qstick	qstick
D07-F02-A14	fintech-algorithms/technical-indicators/trend-systems/mass-index	massIndex
D07-F02-A15	fintech-algorithms/technical-indicators/trend-systems/vertical-horizontal-filter	verticalHorizontalFilter
D07-F02-A16	fintech-algorithms/technical-indicators/trend-systems/random-walk-index-high-low	randomWalkIndexHighLow
D07-F02-A17	fintech-algorithms/technical-indicators/trend-systems/trend-trigger-factor	trendTriggerFactor
D07-F02-A18	fintech-algorithms/technical-indicators/trend-systems/directional-trend-index	directionalTrendIndex
D07-F02-A19	fintech-algorithms/technical-indicators/trend-systems/trend-strength-index	trendStrengthIndex
D07-F03-A01	fintech-algorithms/technical-indicators/momentum/rsi	rsi
D07-F03-A02	fintech-algorithms/technical-indicators/momentum/stochastic-oscillator	stochastic
D07-F03-A03	fintech-algorithms/technical-indicators/momentum/stochastic-rsi	stochasticRsi
D07-F03-A04	fintech-algorithms/technical-indicators/momentum/williams-r	williamsR
D07-F03-A05	fintech-algorithms/technical-indicators/momentum/cci	cci
D07-F03-A06	fintech-algorithms/technical-indicators/momentum/ultimate-oscillator	ultimateOscillator
D07-F03-A07	fintech-algorithms/technical-indicators/momentum/tsi	tsi
D07-F03-A08	fintech-algorithms/technical-indicators/momentum/connors-rsi	connorsRsi
D07-F03-A09	fintech-algorithms/technical-indicators/momentum/absolute-price-oscillator	absolutePriceOscillator
D07-F03-A10	fintech-algorithms/technical-indicators/momentum/rate-of-change-variants-roc-rocp-and-rocr	rateOfChangeVariantsRocRocpAndRocr
D07-F03-A11	fintech-algorithms/technical-indicators/momentum/price-momentum-mom	priceMomentumMom
D07-F03-A12	fintech-algorithms/technical-indicators/momentum/chande-momentum-oscillator	chandeMomentumOscillator
D07-F03-A13	fintech-algorithms/technical-indicators/momentum/awesome-oscillator	awesomeOscillator
D07-F03-A14	fintech-algorithms/technical-indicators/momentum/accelerator-oscillator	acceleratorOscillator
D07-F03-A15	fintech-algorithms/technical-indicators/momentum/trix	trix
D07-F03-A16	fintech-algorithms/technical-indicators/momentum/stochastic-momentum-index	stochasticMomentumIndex
D07-F03-A17	fintech-algorithms/technical-indicators/momentum/relative-vigor-index	relativeVigorIndex
D07-F03-A18	fintech-algorithms/technical-indicators/momentum/relative-momentum-index	relativeMomentumIndex
D07-F03-A19	fintech-algorithms/technical-indicators/momentum/fisher-transform	fisherTransform
D07-F03-A20	fintech-algorithms/technical-indicators/momentum/inverse-fisher-transform	inverseFisherTransform
D07-F03-A21	fintech-algorithms/technical-indicators/momentum/schaff-trend-cycle	schaffTrendCycle
D07-F03-A22	fintech-algorithms/technical-indicators/momentum/quantitative-qualitative-estimation-qqe	quantitativeQualitativeEstimationQqe
D07-F03-A23	fintech-algorithms/technical-indicators/momentum/wavetrend-oscillator	wavetrendOscillator
D07-F03-A24	fintech-algorithms/technical-indicators/momentum/know-sure-thing-kst	knowSureThingKst
D07-F03-A25	fintech-algorithms/technical-indicators/momentum/chande-forecast-oscillator	chandeForecastOscillator
D07-F03-A26	fintech-algorithms/technical-indicators/momentum/detrended-price-oscillator	detrendedPriceOscillator
D07-F03-A27	fintech-algorithms/technical-indicators/momentum/balance-of-power	balanceOfPower
D07-F03-A28	fintech-algorithms/technical-indicators/momentum/psychological-line	psychologicalLine
D07-F03-A29	fintech-algorithms/technical-indicators/momentum/pretty-good-oscillator	prettyGoodOscillator
D07-F03-A30	fintech-algorithms/technical-indicators/momentum/price-momentum-oscillator	priceMomentumOscillator
D07-F04-A01	fintech-algorithms/technical-indicators/volatility-and-channels/true-range	trueRange
D07-F04-A02	fintech-algorithms/technical-indicators/volatility-and-channels/atr	averageTrueRange
D07-F04-A03	fintech-algorithms/technical-indicators/volatility-and-channels/bollinger-bands	bollingerBands
D07-F04-A04	fintech-algorithms/technical-indicators/volatility-and-channels/keltner-channels	keltnerChannels
D07-F04-A05	fintech-algorithms/technical-indicators/volatility-and-channels/donchian-channels	donchianChannels
D07-F04-A06	fintech-algorithms/technical-indicators/volatility-and-channels/bollinger-bandwidth	bollingerBandwidth
D07-F05-A01	fintech-algorithms/technical-indicators/volume-indicators/obv	obv
D07-F05-A02	fintech-algorithms/technical-indicators/volume-indicators/accumulation-distribution-line	accumulationDistributionLine
D07-F05-A03	fintech-algorithms/technical-indicators/volume-indicators/chaikin-money-flow	chaikinMoneyFlow
D07-F05-A04	fintech-algorithms/technical-indicators/volume-indicators/money-flow-index	moneyFlowIndex
D07-F05-A05	fintech-algorithms/technical-indicators/volume-indicators/volume-price-trend	volumePriceTrend
D07-F05-A06	fintech-algorithms/technical-indicators/volume-indicators/force-index	forceIndex
D07-F05-A07	fintech-algorithms/technical-indicators/volume-indicators/chaikin-a-d-oscillator	chaikinADOscillator
D07-F05-A08	fintech-algorithms/technical-indicators/volume-indicators/session-vwap-indicator	sessionVwapIndicator
D07-F05-A09	fintech-algorithms/technical-indicators/volume-indicators/anchored-vwap	anchoredVwap
D07-F05-A10	fintech-algorithms/technical-indicators/volume-indicators/negative-volume-index	negativeVolumeIndex
D07-F05-A11	fintech-algorithms/technical-indicators/volume-indicators/positive-volume-index	positiveVolumeIndex
D07-F05-A12	fintech-algorithms/technical-indicators/volume-indicators/ease-of-movement	easeOfMovement
D07-F05-A13	fintech-algorithms/technical-indicators/volume-indicators/klinger-volume-oscillator	klingerVolumeOscillator
D07-F05-A14	fintech-algorithms/technical-indicators/volume-indicators/volume-oscillator	volumeOscillator
D07-F05-A15	fintech-algorithms/technical-indicators/volume-indicators/percentage-volume-oscillator	percentageVolumeOscillator
D07-F05-A16	fintech-algorithms/technical-indicators/volume-indicators/volume-rate-of-change	volumeRateOfChange
D07-F05-A17	fintech-algorithms/technical-indicators/volume-indicators/relative-volume	relativeVolume
D07-F05-A18	fintech-algorithms/technical-indicators/volume-indicators/money-flow-multiplier-and-money-flow-volume	moneyFlowMultiplierAndMoneyFlowVolume
D07-F05-A19	fintech-algorithms/technical-indicators/volume-indicators/volume-weighted-macd	volumeWeightedMacd
D07-F05-A20	fintech-algorithms/technical-indicators/volume-indicators/volume-zone-oscillator	volumeZoneOscillator
D07-F05-A21	fintech-algorithms/technical-indicators/volume-indicators/twiggs-money-flow	twiggsMoneyFlow
D07-F06-A01	fintech-algorithms/technical-indicators/range-and-volatility-indicators/normalized-atr-and-atr-percentage	normalizedAtrAndAtrPercentage
D07-F06-A02	fintech-algorithms/technical-indicators/range-and-volatility-indicators/chaikin-volatility	chaikinVolatility
D07-F06-A03	fintech-algorithms/technical-indicators/range-and-volatility-indicators/ulcer-index	ulcerIndex
D07-F06-A04	fintech-algorithms/technical-indicators/range-and-volatility-indicators/relative-volatility-index	relativeVolatilityIndex
D07-F06-A05	fintech-algorithms/technical-indicators/range-and-volatility-indicators/volatility-ratio	volatilityRatio
D07-F06-A06	fintech-algorithms/technical-indicators/range-and-volatility-indicators/volatility-quality-index	volatilityQualityIndex
D07-F06-A07	fintech-algorithms/technical-indicators/range-and-volatility-indicators/average-daily-range	averageDailyRange
D07-F06-A08	fintech-algorithms/technical-indicators/range-and-volatility-indicators/gap-volatility	gapVolatility
D07-F06-A09	fintech-algorithms/technical-indicators/range-and-volatility-indicators/range-efficiency-ratio	rangeEfficiencyRatio
D07-F06-A10	fintech-algorithms/technical-indicators/range-and-volatility-indicators/high-low-range-percentage	highLowRangePercentage
D07-F06-A11	fintech-algorithms/technical-indicators/range-and-volatility-indicators/normalized-price-range	normalizedPriceRange
D07-F06-A12	fintech-algorithms/technical-indicators/range-and-volatility-indicators/volatility-stop	volatilityStop
D07-F07-A01	fintech-algorithms/technical-indicators/bands-envelopes-and-squeezes/bollinger-percent-b	bollingerPercentB
D07-F07-A02	fintech-algorithms/technical-indicators/bands-envelopes-and-squeezes/moving-average-envelope	movingAverageEnvelope
D07-F07-A03	fintech-algorithms/technical-indicators/bands-envelopes-and-squeezes/atr-bands	atrBands
D07-F07-A04	fintech-algorithms/technical-indicators/bands-envelopes-and-squeezes/standard-deviation-channel	standardDeviationChannel
D07-F07-A05	fintech-algorithms/technical-indicators/bands-envelopes-and-squeezes/regression-channel	regressionChannel
D07-F07-A06	fintech-algorithms/technical-indicators/bands-envelopes-and-squeezes/raff-regression-channel	raffRegressionChannel
D07-F07-A07	fintech-algorithms/technical-indicators/bands-envelopes-and-squeezes/starc-bands	starcBands
D07-F07-A08	fintech-algorithms/technical-indicators/bands-envelopes-and-squeezes/fractal-chaos-bands	fractalChaosBands
D07-F07-A09	fintech-algorithms/technical-indicators/bands-envelopes-and-squeezes/projection-bands	projectionBands
D07-F07-A10	fintech-algorithms/technical-indicators/bands-envelopes-and-squeezes/dynamic-zone-bands	dynamicZoneBands
D07-F07-A11	fintech-algorithms/technical-indicators/bands-envelopes-and-squeezes/ttm-squeeze	ttmSqueeze
D07-F07-A12	fintech-algorithms/technical-indicators/bands-envelopes-and-squeezes/squeeze-momentum	squeezeMomentum
D07-F07-A13	fintech-algorithms/technical-indicators/bands-envelopes-and-squeezes/adaptive-price-zone	adaptivePriceZone
D07-F08-A01	fintech-algorithms/technical-indicators/price-transforms/typical-price	typicalPrice
D07-F08-A02	fintech-algorithms/technical-indicators/price-transforms/median-price-transform	medianPriceTransform
D07-F08-A03	fintech-algorithms/technical-indicators/price-transforms/weighted-close	weightedClose
D07-F08-A04	fintech-algorithms/technical-indicators/price-transforms/average-price-transform	averagePriceTransform
D07-F08-A05	fintech-algorithms/technical-indicators/price-transforms/heikin-ashi-transform	heikinAshiTransform
D07-F08-A06	fintech-algorithms/technical-indicators/price-transforms/log-price-transform	logPriceTransform
D07-F08-A07	fintech-algorithms/technical-indicators/price-transforms/price-relative	priceRelative
D07-F08-A08	fintech-algorithms/technical-indicators/price-transforms/normalized-price-transform	normalizedPriceTransform
D07-F09-A01	fintech-algorithms/technical-indicators/rolling-statistical-indicators/rolling-percentile	rollingPercentile
D07-F09-A02	fintech-algorithms/technical-indicators/rolling-statistical-indicators/rolling-quantile	rollingQuantile
D07-F09-A03	fintech-algorithms/technical-indicators/rolling-statistical-indicators/rolling-beta	rollingBeta
D07-F09-A04	fintech-algorithms/technical-indicators/rolling-statistical-indicators/rolling-alpha	rollingAlpha
D08-F01-A01	fintech-algorithms/geometric-chart-patterns/pivots-and-levels/causal-pivot-detection	detectCausalPivots
D08-F01-A02	fintech-algorithms/geometric-chart-patterns/pivots-and-levels/zigzag-segmentation	zigzagSegment
D08-F01-A03	fintech-algorithms/geometric-chart-patterns/pivots-and-levels/support-resistance-clustering	clusterPivotLevels
D08-F01-A04	fintech-algorithms/geometric-chart-patterns/pivots-and-levels/robust-trendline-fitting	fitRobustTrendline
D08-F01-A05	fintech-algorithms/geometric-chart-patterns/pivots-and-levels/classic-and-floor-trader-pivot-points	classicAndFloorTraderPivotPoints
D08-F01-A06	fintech-algorithms/geometric-chart-patterns/pivots-and-levels/fibonacci-pivot-points	fibonacciPivotPoints
D08-F01-A07	fintech-algorithms/geometric-chart-patterns/pivots-and-levels/camarilla-pivot-points	camarillaPivotPoints
D08-F01-A08	fintech-algorithms/geometric-chart-patterns/pivots-and-levels/woodie-pivot-points	woodiePivotPoints
D08-F01-A09	fintech-algorithms/geometric-chart-patterns/pivots-and-levels/demark-pivot-points	demarkPivotPoints
D08-F01-A10	fintech-algorithms/geometric-chart-patterns/pivots-and-levels/rolling-support-and-resistance	rollingSupportAndResistance
D08-F01-A11	fintech-algorithms/geometric-chart-patterns/pivots-and-levels/fractal-support-and-resistance	fractalSupportAndResistance
D08-F01-A12	fintech-algorithms/geometric-chart-patterns/pivots-and-levels/atr-support-and-resistance	atrSupportAndResistance
D08-F01-A13	fintech-algorithms/geometric-chart-patterns/pivots-and-levels/pivot-range-width	pivotRangeWidth
D08-F02-A01	fintech-algorithms/geometric-chart-patterns/reversal-structures/double-top	doubleTop
D08-F02-A02	fintech-algorithms/geometric-chart-patterns/reversal-structures/double-bottom	doubleBottom
D08-F02-A03	fintech-algorithms/geometric-chart-patterns/reversal-structures/triple-top	tripleTop
D08-F02-A04	fintech-algorithms/geometric-chart-patterns/reversal-structures/triple-bottom	tripleBottom
D08-F02-A05	fintech-algorithms/geometric-chart-patterns/reversal-structures/head-and-shoulders	headAndShoulders
D08-F02-A06	fintech-algorithms/geometric-chart-patterns/reversal-structures/inverse-head-and-shoulders	inverseHeadAndShoulders
D08-F03-A01	fintech-algorithms/geometric-chart-patterns/continuation-structures/ascending-triangle	detectAscendingTriangle
D08-F03-A02	fintech-algorithms/geometric-chart-patterns/continuation-structures/descending-triangle	detectDescendingTriangle
D08-F03-A03	fintech-algorithms/geometric-chart-patterns/continuation-structures/symmetrical-triangle	detectSymmetricalTriangle
D08-F03-A04	fintech-algorithms/geometric-chart-patterns/continuation-structures/flag	detectFlag
D08-F03-A05	fintech-algorithms/geometric-chart-patterns/continuation-structures/pennant	detectPennant
D08-F03-A06	fintech-algorithms/geometric-chart-patterns/continuation-structures/rising-falling-wedge	detectRisingFallingWedge
D08-F04-A01	fintech-algorithms/geometric-chart-patterns/pattern-matching/normalized-template-matching	match
D08-F04-A02	fintech-algorithms/geometric-chart-patterns/pattern-matching/dynamic-time-warping-pattern-match	match
D08-F04-A03	fintech-algorithms/geometric-chart-patterns/pattern-matching/matrix-profile-motif-discovery	discover
D08-F04-A04	fintech-algorithms/geometric-chart-patterns/pattern-matching/shapelet-pattern-classifier	classify
D08-F05-A01	fintech-algorithms/geometric-chart-patterns/indicator-divergence-detection/price-indicator-pivot-alignment	priceIndicatorPivotAlignment
D08-F05-A02	fintech-algorithms/geometric-chart-patterns/indicator-divergence-detection/regular-bullish-bearish-divergence-detection	regularBullishBearishDivergenceDetection
D08-F05-A03	fintech-algorithms/geometric-chart-patterns/indicator-divergence-detection/hidden-bullish-bearish-divergence-detection	hiddenBullishBearishDivergenceDetection
D08-F05-A04	fintech-algorithms/geometric-chart-patterns/indicator-divergence-detection/multi-indicator-divergence-adapters	multiIndicatorDivergenceAdapters
D08-F05-A05	fintech-algorithms/geometric-chart-patterns/indicator-divergence-detection/divergence-strength-and-quality-scoring	divergenceStrengthAndQualityScoring
D08-F05-A06	fintech-algorithms/geometric-chart-patterns/indicator-divergence-detection/divergence-confirmation-and-invalidation-state-machine	divergenceConfirmationAndInvalidationStateMachine
D08-F05-A07	fintech-algorithms/geometric-chart-patterns/indicator-divergence-detection/multi-indicator-divergence-confluence	multiIndicatorDivergenceConfluence
D08-F05-A08	fintech-algorithms/geometric-chart-patterns/indicator-divergence-detection/market-wide-divergence-scanner-and-ranking	marketWideDivergenceScannerAndRanking
D08-F06-A01	fintech-algorithms/geometric-chart-patterns/level-confluence-and-zone-scoring/price-by-volume-profile-construction	priceByVolumeProfileConstruction
D08-F06-A02	fintech-algorithms/geometric-chart-patterns/level-confluence-and-zone-scoring/poc-value-area-hvn-lvn-detection	pocValueAreaHvnLvnDetection
D08-F06-A03	fintech-algorithms/geometric-chart-patterns/level-confluence-and-zone-scoring/fibonacci-retracement-extension-projection	fibonacciRetracementExtensionProjection
D08-F06-A04	fintech-algorithms/geometric-chart-patterns/level-confluence-and-zone-scoring/psychological-round-number-level-generation	psychologicalRoundNumberLevelGeneration
D08-F06-A05	fintech-algorithms/geometric-chart-patterns/level-confluence-and-zone-scoring/multi-source-support-resistance-zone-fusion	multiSourceSupportResistanceZoneFusion
D08-F06-A06	fintech-algorithms/geometric-chart-patterns/level-confluence-and-zone-scoring/support-resistance-zone-strength-decay-scoring	supportResistanceZoneStrengthDecayScoring
